reporting_date,seller_type,payment_type,rto_type,rto_reason,last_undelivery_status,LPD_Bucket,rto_count,total_shipment_count
20260624,BBR,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,2,37
20260624,BBR,cod,ZRTO,ZRTO_others,,Breach,2,37
20260624,BBW,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,2,16
20260624,BBW,cod,ZRTO,ZRTO_others,,Breach,2,16
20260624,BBW,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,16
20260624,BBW,cod,ZRTO,ZRTO_others,,RTO On/Before LPD,1,16
20260624,BFK,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,1,1
20260624,BGS,prepaid,ZRTO,ZRTO_others,,Breach,3,156
20260624,BGS,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,2,156
20260624,BGS,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,1,156
20260624,BGS,cod,ZRTO,ZRTO_others,,Breach,1,15
20260624,BGS,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,15
20260624,BGS,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,1,156
20260624,BGS,prepaid,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,156
20260624,BGS,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,156
20260624,BHN,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,13,116
20260624,BHN,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,6,116
20260624,BHN,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,4,116
20260624,BHN,cod,ZRTO,ZRTO_others,,Breach,1,116
20260624,BHN,prepaid,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,1,31
20260624,BHN,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,1,116
20260624,BHN,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,1,116
20260624,BHN,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,1,116
20260624,BHN,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,116
20260624,BIS,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,2,8
20260624,BIS,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,1,8
20260624,BIS,cod,ZRTO,ZRTO_others,,Breach,1,8
20260624,BNB,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,4,37
20260624,BNB,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,3,37
20260624,BNB,prepaid,ZRTO,ZRTO_others,,Breach,2,142
20260624,BNB,cod,ZRTO,ZRTO_others,,Breach,1,37
20260624,BNB,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,37
20260624,BNB,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,37
20260624,BNB,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,1,142
20260624,BOB,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,7,16
20260624,BOB,cod,ZRTO,ZRTO_others,,Breach,4,16
20260624,BOB,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,2,16
20260624,BOB,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,16
20260624,BOB,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,16
20260624,BRO,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,1
20260624,BSC,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,3,33
20260624,BSC,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,2,33
20260624,BSC,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,1,33
20260624,BSC,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,33
20260624,BSR,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,611,3319
20260624,BSR,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,280,3319
20260624,BSR,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,156,3319
20260624,BSR,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,142,3319
20260624,BSR,cod,ZRTO,ZRTO_others,,Breach,87,3319
20260624,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,56,3319
20260624,BSR,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,29,3319
20260624,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,28,3319
20260624,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,28,3319
20260624,BSR,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,25,3319
20260624,BSR,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,24,3319
20260624,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,23,3319
20260624,BSR,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,9,3319
20260624,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_SameStateMisroute,Breach,5,3319
20260624,BSR,cod,ZRTO,ZRTO_others,,RTO On/Before LPD,5,3319
20260624,BSR,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,5,786
20260624,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Shipment_Damage,Breach,4,3319
20260624,BSR,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,4,3319
20260624,BSR,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,3,786
20260624,BSR,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,3,786
20260624,BSR,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_NonServiceablePincode,Breach,3,3319
20260624,BSR,prepaid,ZRTO,ZRTO_others,,Breach,3,786
20260624,BSR,prepaid,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,2,786
20260624,BSR,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_Incomplete_Address,Breach,1,3319
20260624,BSR,cod,ZRTO,ZRTO_others,Undelivered_UntraceableFromHub,Breach,1,3319
20260624,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,RTO On/Before LPD,1,3319
20260624,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,RTO On/Before LPD,1,3319
20260624,BSR,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_NonServiceablePincode,Breach,1,786
20260624,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Incomplete_Address,Breach,1,3319
20260624,BSR,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,RTO On/Before LPD,1,3319
20260624,BSR,prepaid,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,1,786
20260624,BSR,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_NonServiceablePincode,Breach,1,3319
20260624,BSR,prepaid,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,1,786
20260624,BSR,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,1,3319
20260624,BSR,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,RTO On/Before LPD,1,3319
20260624,BSR,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,1,786
20260624,BSR,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,786
20260624,BSR,cod,ZRTO,ZRTO_OSM,Undelivered_OtherStateMisroute,RTO On/Before LPD,1,3319
20260624,BSR,prepaid,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,1,786
20260624,BSR,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,RTO On/Before LPD,1,3319
20260624,BSR,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,1,786
20260624,BWN,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,1
20260624,BZW,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,16,48
20260624,BZW,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,5,48
20260624,BZW,cod,ZRTO,ZRTO_others,,Breach,4,48
20260624,BZW,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,2,48
20260624,BZW,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,2,48
20260624,BZW,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,2,48
20260624,BZW,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_UntraceableFromHub,Breach,1,48
20260624,BZW,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,1,48
20260624,BZW,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_NonServiceablePincode,Breach,1,48
20260624,BZW,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,48
20260624,CDM,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,127,627
20260624,CDM,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,110,627
20260624,CDM,cod,ZRTO,ZRTO_others,,Breach,50,627
20260624,CDM,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,40,627
20260624,CDM,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,23,627
20260624,CDM,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,19,627
20260624,CDM,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,18,627
20260624,CDM,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,15,627
20260624,CDM,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,8,627
20260624,CDM,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,7,627
20260624,CDM,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,6,627
20260624,CDM,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,6,627
20260624,CDM,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_HeavyLoad,Breach,3,627
20260624,CDM,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,3,627
20260624,CDM,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,2,627
20260624,CDM,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,2,627
20260624,CDM,prepaid,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,1,18
20260624,CDM,cod,ZRTO,ZRTO_others,,RTO On/Before LPD,1,627
20260624,CDM,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_HeavyLoad,Breach,1,18
20260624,CDM,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_SameStateMisroute,Breach,1,627
20260624,CDM,prepaid,ZRTO,ZRTO_others,,Breach,1,18
20260624,CDM,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_Shipment_Damage,Breach,1,627
20260624,CDM,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,1,18
20260624,CLQ,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,16,301
20260624,CLQ,prepaid,ZRTO,ZRTO_others,,Breach,7,895
20260624,CLQ,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,6,301
20260624,CLQ,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,5,301
20260624,CLQ,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,4,895
20260624,CLQ,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,4,301
20260624,CLQ,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,3,895
20260624,CLQ,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,1,301
20260624,CLQ,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_SameStateMisroute,Breach,1,301
20260624,CLQ,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,1,301
20260624,CLQ,prepaid,ZRTO,ZRTO_others,Undelivered_UntraceableFromHub,Breach,1,895
20260624,CLQ,prepaid,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,1,895
20260624,CLQ,prepaid,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,1,895
20260624,CLQ,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_No_Response,Breach,1,301
20260624,CLQ,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,1,301
20260624,CMD,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,2856,10341
20260624,CMD,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,1317,10341
20260624,CMD,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,725,10341
20260624,CMD,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,594,10341
20260624,CMD,cod,ZRTO,ZRTO_others,,Breach,549,10341
20260624,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,286,10341
20260624,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,207,10341
20260624,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,153,10341
20260624,CMD,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,115,10341
20260624,CMD,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,113,10341
20260624,CMD,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,108,10341
20260624,CMD,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,58,10341
20260624,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,52,10341
20260624,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Shipment_Damage,Breach,21,10341
20260624,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_SameStateMisroute,Breach,18,10341
20260624,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,RTO On/Before LPD,10,10341
20260624,CMD,cod,ZRTO,ZRTO_OSM,Undelivered_OtherStateMisroute,Breach,10,10341
20260624,CMD,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,RTO On/Before LPD,7,10341
20260624,CMD,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,RTO On/Before LPD,7,10341
20260624,CMD,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_NonServiceablePincode,Breach,6,10341
20260624,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,RTO On/Before LPD,6,10341
20260624,CMD,prepaid,ZRTO,ZRTO_others,,Breach,6,108
20260624,CMD,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_SameStateMisroute,Breach,5,10341
20260624,CMD,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,RTO On/Before LPD,5,10341
20260624,CMD,cod,ZRTO,ZRTO_others,Undelivered_UntraceableFromHub,Breach,4,10341
20260624,CMD,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,4,108
20260624,CMD,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,RTO On/Before LPD,3,10341
20260624,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_OtherStateMisroute,Breach,3,10341
20260624,CMD,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_Shipment_Damage,Breach,2,10341
20260624,CMD,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,108
20260624,CMD,cod,Non_ZRTO,Non_ZRTO_Others,,Breach,1,10341
20260624,CMD,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_HeavyLoad,Breach,1,108
20260624,CMD,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_OtherStateMisroute,Breach,1,10341
20260624,CMD,prepaid,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,1,108
20260624,CMD,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Incomplete_Address,Breach,1,10341
20260624,CMP,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,6,14
20260624,CMP,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,2,14
20260624,CMP,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,2,13
20260624,CMP,prepaid,ZRTO,ZRTO_others,,Breach,1,13
20260624,CMP,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,13
20260624,CMP,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,1,14
20260624,CMP,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,14
20260624,CMP,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,14
20260624,CRM,prepaid,ZRTO,ZRTO_others,,Breach,7,88
20260624,CRM,prepaid,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,1,88
20260624,CSU,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,6,71
20260624,CSU,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,6,71
20260624,CSU,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Order_Rejected_By_Customer,Breach,1,71
20260624,CSU,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,1,47
20260624,CSU,cod,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,1,71
20260624,CSU,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,1,71
20260624,CSU,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,71
20260624,CSU,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,71
20260624,CSU,prepaid,ZRTO,ZRTO_others,,Breach,1,47
20260624,DAB,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,4,189
20260624,DAB,prepaid,ZRTO,ZRTO_others,,Breach,3,189
20260624,DAB,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,2,189
20260624,DAB,prepaid,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,189
20260624,DAB,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,1,189
20260624,DAB,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,1,189
20260624,DAB,prepaid,Non_ZRTO,Attempt_GTE3_Other,Undelivered_Shipment_Damage,Breach,1,189
20260624,DAB,prepaid,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,1,189
20260624,DAG,prepaid,ZRTO,ZRTO_others,,Breach,2,93
20260624,DAG,prepaid,Non_ZRTO,Cancelled_by_Client,Undelivered_Request_For_Reschedule,Breach,1,93
20260624,DAG,prepaid,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,1,93
20260624,DAG,prepaid,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,1,93
20260624,DAG,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,1,93
20260624,DAM,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,14,164
20260624,DAM,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,12,164
20260624,DAM,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,7,164
20260624,DAM,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,3,164
20260624,DAM,cod,ZRTO,ZRTO_others,,Breach,3,164
20260624,DAM,prepaid,ZRTO,ZRTO_others,,Breach,3,250
20260624,DAM,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,2,164
20260624,DAM,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,2,250
20260624,DAM,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,2,164
20260624,DAM,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,1,164
20260624,DAM,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,1,250
20260624,DAM,prepaid,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,1,250
20260624,DAM,prepaid,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,1,250
20260624,DAM,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,RTO On/Before LPD,1,164
20260624,DAM,prepaid,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,1,250
20260624,DAM,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,1,164
20260624,DAM,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,1,164
20260624,DAX,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,RTO On/Before LPD,93,354
20260624,DAX,cod,ZRTO,ZRTO_others,,Breach,36,354
20260624,DAX,cod,Non_ZRTO,ORC,Undelivered_Order_Rejected_By_Customer,Breach,31,354
20260624,DAX,cod,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,27,354
20260624,DAX,cod,Non_ZRTO,Attempt_GTE3_RFR,Undelivered_Request_For_Reschedule,Breach,19,354
20260624,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Request_For_Reschedule,Breach,12,354
20260624,DAX,cod,ZRTO,ZRTO_NSS,Undelivered_NonServiceablePincode,Breach,9,354
20260624,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_No_Response,Breach,9,354
20260624,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_NonServiceablePincode,Breach,8,354
20260624,DAX,cod,ZRTO,ZRTO_SSM,Undelivered_SameStateMisroute,Breach,6,354
20260624,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_HeavyLoad,Breach,5,354
20260624,DAX,cod,Non_ZRTO,Attempt_GTE3_Other,Undelivered_HeavyLoad,Breach,4,354
20260624,DAX,cod,ZRTO,ZRTO_Damage,Undelivered_Shipment_Damage,Breach,2,354
20260624,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_SameStateMisroute,Breach,2,354
20260624,DAX,cod,Non_ZRTO,Attempt_1_or_2,Undelivered_Shipment_Damage,Breach,1,354
20260624,DBD,prepaid,Non_ZRTO,Attempt_GTE3_CNR,Undelivered_No_Response,Breach,55,1550
